identifier,uri,name,type,project,date,event,source,people
oscys.case.0142.004,http://earlywashingtondc.org/doc/oscys.case.0142.004,"Francis Gibson v. James C. Hall, James Laurie, & Elizabeth Laurie. Summons of James C. Hall, James Laurie, & Elizabeth Laurie",Civil (document),O Say Can You See,1835-03-05,oscys.caseid.0142,"National Archives and Records Administration, Record Group 21, Entry 6, Box 656, Folder 8 9 10",per.001067;per.001068;per.001069;per.001070;per.000873;per.000003;per.000004;per.000739
oscys.case.0251.007,http://earlywashingtondc.org/doc/oscys.case.0251.007,Margaret Lewis v. Bridget McLaughlin. Summons of Bridget McLaughlin,Civil (document),O Say Can You See,1854-02-20,oscys.caseid.0252,"National Archives and Records Administration, Record Group 21, Entry 6, Box 776, Folder 142",per.001891;per.001892;per.001893;per.001894;per.001895;per.000847;per.000751;per.000004;per.001216;per.000740
oscys.case.0233.001,http://earlywashingtondc.org/doc/oscys.case.0233.001,John Edward Butler v. Nathaniel Suit. Summons of Nathaniel Suit,Civil (document),O Say Can You See,1850-08-24,oscys.caseid.0238,"National Archives and Records Administration, Record Group 21, Entry 6, Box 743, Folder 140",per.001824;per.001825;per.000851;per.001823;per.000004;per.000740;per.000753
oscys.case.0203.011,http://earlywashingtondc.org/doc/oscys.case.0203.011,Samuel Smith v. Jesse Conn. Summons of Jesse Conn,Civil (document),O Say Can You See,1838-07-21,oscys.caseid.0208,"National Archives and Records Administration, Record Group 21, Entry 6, Box 594, Folder 200",per.001676;per.001677;per.000001;per.000003;per.000004;per.000739
oscys.case.0303.012,http://earlywashingtondc.org/doc/oscys.case.0303.012,Stephen Ambush v. James G. Robinson. Summons of James G. Robinson,Civil (document),O Say Can You See,1859-10-26,oscys.caseid.0305,"National Archives and Records Administration, Record Group 21, Entry 6, Box 913, Folder 96",per.002319;per.002320;per.000476;per.002322;per.001217;per.000740
oscys.case.0001.013,http://earlywashingtondc.org/doc/oscys.case.0001.013,Ben v. Sabret Scott. Petitioner's Bill of Exceptions,Civil (document),O Say Can You See,1811-02-02,oscys.caseid.0001,"National Archives and Records Administration, Record Group 21, Entry 6, Box 34, Folder 190",per.000002;per.000005;per.000004;per.000063
oscys.mb.0063.001,http://earlywashingtondc.org/doc/oscys.mb.0063.001,Jesse Nelson v. John Cornwell. Minute Book Entry,Civil (document),O Say Can You See,1854-12-16,oscys.caseid.0272,"National Archives and Records Administration, Record Group 21, Microfilm 1021, Reel 5",per.004163;per.004164;per.004143;per.004144;per.004145;per.004146;per.004147;per.004148;per.004149;per.004137;per.004150;per.004151;per.004152;per.004153;per.004154;per.004155;per.004156;per.004157;per.004158;per.004159;per.004160;per.004161;per.004162
oscys.mb.0004.003,http://earlywashingtondc.org/doc/oscys.mb.0004.003,Ann Davis v. Charles Minifee. Minute Book Entry,Civil (document),O Say Can You See,1811-06-28,oscys.caseid.0018,"National Archives and Records Administration, Record Group 21, Microfilm 1021, Reel 1",per.000161;per.000162;per.000163;per.000164;per.000165;per.000166;per.002741;per.000287;per.003702;per.001455;per.000089;per.003705;per.004258;per.004259;per.003711;per.000103;per.004255;per.004262
oscys.case.0275.002,http://earlywashingtondc.org/doc/oscys.case.0275.002,James Thomas v. Thomas Beatty Jr. Henry Hiort to William Brent,Civil (document),O Say Can You See,1809-08-21,oscys.caseid.0275,"National Archives and Records Administration, Record Group 21, Entry 6, Box 34, Folder 195",per.002177;per.002178;per.000011;per.002179;per.000003
oscys.case.0406.005,http://earlywashingtondc.org/doc/oscys.case.0406.005,Hannah et al. v. Arthur P. West. Summons of Arthur P. West,Civil (document),O Say Can You See,1828-08-08,oscys.caseid.0433,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.003221;per.003222;per.003223;per.003224;per.003225;per.003226;per.003227;per.003228;per.003229;per.002883;per.000004;per.000122;per.000461;per.002625
oscys.case.0137.002,http://earlywashingtondc.org/doc/oscys.case.0137.002,Hellen Doynes v. Fleet Smith. Summons of Fleet Smith,Civil (document),O Say Can You See,1834-10-25,oscys.caseid.0137,"National Archives and Records Administration, Record Group 21, Entry 6, Box 542, Folder 454",per.001050;per.000558;per.000464;per.000003;per.000004;per.000739
oscys.case.0104.004,http://earlywashingtondc.org/doc/oscys.case.0104.004,Ann Bell v. Gerard T. Greenfield. Summons of Gerard T. Greenfield,Civil (document),O Say Can You See,1837-12-13,oscys.caseid.0104,"National Archives and Records Administration, Record Group 21, Entry 6, Box 577, Folder 109",per.000772;per.000773;per.000774;per.000775;per.000757;per.000003;per.000004;per.000739
oscys.case.0324.006,http://earlywashingtondc.org/doc/oscys.case.0324.006,Christina Pinckney v. Elizabeth Young. Summons of Elizabeth Young,Civil (document),O Say Can You See,1860-11-15,oscys.caseid.0325,"National Archives and Records Administration, Record Group 21, Entry 6, Box 940, Folder 179",per.002409;per.002410;per.002238;per.000476;per.001217;per.000740
oscys.case.0406.001,http://earlywashingtondc.org/doc/oscys.case.0406.001,Hannah et al. v. Arthur P. West. Bond,Civil (document),O Say Can You See,1827-11-16,oscys.caseid.0433,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.003221;per.003222;per.003223;per.003224;per.003225;per.003226;per.003227;per.003228;per.003229;per.002883;per.003219;per.003220;per.000122
oscys.case.0335.002,http://earlywashingtondc.org/doc/oscys.case.0335.002,Delia v. Thomas Offutt. Summons of Thomas Offutt,Civil (document),O Say Can You See,1813-06-21,oscys.caseid.0360,"National Archives and Records Administration, Record Group 21, Entry 6, Box 88, Folder 326",per.002493;per.002494;per.002495;per.002496;per.002497;per.000001;per.000006;per.000003;per.000004
oscys.case.0350.003,http://earlywashingtondc.org/doc/oscys.case.0350.003,Betsy Burke v. William Allen & Ann Allen. Summons of William Allen & Ann Allen,Civil (document),O Say Can You See,1860-05-28,oscys.caseid.0375,"National Archives and Records Administration, Record Group 21, Entry 6, Box 931, Folder 166",per.000852;per.000853;per.002593;per.000751;per.000476;per.001217;per.000740
oscys.case.0006.002,http://earlywashingtondc.org/doc/oscys.case.0006.002,Philis Butler v. Augustine Saira. Summons of Augustine Saira,Civil (document),O Say Can You See,1808-07-25,oscys.caseid.0006,"National Archives and Records Administration, Record Group 21, Entry 6, Box 2, Folder 133",per.000021;per.000022;per.000023;per.000006;per.000003;per.000004
oscys.case.0391.006,http://earlywashingtondc.org/doc/oscys.case.0391.006,Samuel Reeler v. Matthew Robinson. Summons of John Longden,Civil (document),O Say Can You See,1820-04-28,oscys.caseid.0416,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.003106;per.003107;per.000004;per.000122;per.003111
oscys.report.0087.002,http://earlywashingtondc.org/doc/oscys.report.0087.002,"Jerry, Anthony, et al., v. Jeremiah Townshend. Court Report",Civil (document),O Say Can You See,1852-12,oscys.caseid.0668,"Maryland Reports, Volume 2 Robert F. Bonsall (1853)",per.006892;per.006898;per.006893;per.006895;per.006899;per.006886;per.006888;per.006889
oscys.case.0001.019,http://earlywashingtondc.org/doc/oscys.case.0001.019,Sabret Scott v. Ben. Writ of Error,Civil (document),O Say Can You See,1807-06-22,oscys.caseid.0001,"National Archives and Records Administration, Record Group 21, Entry 6, Box 34, Folder 190",per.000002;per.000005;per.000194;per.000004;per.000725;per.000044
oscys.case.0223.004,http://earlywashingtondc.org/doc/oscys.case.0223.004,William Kennedy v. Clarissa Purnell. Isaac Purnell Pendleton's Answers to Interrogatories,Civil (document),O Say Can You See,1838-12-03,oscys.caseid.0228,"National Archives and Records Administration, Record Group 21, Entry 6, Box 606, Folder 390",per.001765;per.001766;per.001764;per.001767;per.001768;per.001769;per.001770;per.001771;per.001772;per.001773;per.001774
oscys.case.0374.004,http://earlywashingtondc.org/doc/oscys.case.0374.004,James v. James Campbell. Affidavit of James Campbell,Civil (document),O Say Can You See,1806-11-11,oscys.caseid.0399,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.002951;per.002867;per.002950
oscys.case.0014.001,http://earlywashingtondc.org/doc/oscys.case.0014.001,Isaac Davis & Edgar Davis v. John Travers. Petition for Freedom,Civil (document),O Say Can You See,1810-02-11,oscys.caseid.0014,"National Archives and Records Administration, Record Group 21, Entry 6, Box 20, Folder 221",per.000123;per.000124;per.000125;per.000122
oscys.case.0199.005,http://earlywashingtondc.org/doc/oscys.case.0199.005,Sally Cross v. Sarah E. Linton. Summons of Sarah E. Linton,Civil (document),O Say Can You See,1845-07-19,oscys.caseid.0204,"National Archives and Records Administration, Record Group 21, Entry 6, Box 691, Folder 99",per.001650;per.001649;per.000851;per.000003;per.000004;per.000739
oscys.mdcase.0008.045,http://earlywashingtondc.org/doc/oscys.mdcase.0008.045,Charles Mahoney v. John Ashton. Agreement,Civil (document),O Say Can You See,1797-10-19,oscys.caseid.0481,"Maryland State Archives, General Court of the Western Shore (Judgments), MSA S498-220",per.004476;per.000215;per.004359;per.004640;per.004511;per.004575;per.004516;per.004512;per.004566;per.004514;per.004622;per.004337;per.004603;per.004510;per.004535;per.004624;per.004611;per.004513;per.004626;per.004576
oscys.case.0017.002,http://earlywashingtondc.org/doc/oscys.case.0017.002,Letitia Davis v. Rebecca Forrest. Summons of John Rabbit,Civil (document),O Say Can You See,1811-06-04,oscys.caseid.0017,"National Archives and Records Administration, Record Group 21, Entry 6, Box 39, Folder 218",per.000150;per.000151;per.000152;per.000153;per.000003;per.000004;per.000154;per.000155;per.000156;per.000157;per.000158
oscys.case.0070.009,http://earlywashingtondc.org/doc/oscys.case.0070.009,"William v. George Milburn, John Coburn, & John L. Alford. Order",Civil (document),O Say Can You See,1826-06-21,oscys.caseid.0070,"National Archives and Records Administration, Record Group 21, Entry 6, Box 371, Folder 511",per.000590;per.000591;per.000592;per.000593;per.000003;per.000595;per.000594;per.000596;per.000597;per.000108
oscys.case.0419.014,http://earlywashingtondc.org/doc/oscys.case.0419.014,Nelly Jackson v. Thomas Tebbs. Commission of John Linton,Civil (document),O Say Can You See,1817-03-24,oscys.caseid.0447,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.003380;per.003381;per.003405;per.000004;per.002816;per.003407
oscys.case.0179.007,http://earlywashingtondc.org/doc/oscys.case.0179.007,Moses Graham v. Richard B. Alexander. Order,Civil (document),O Say Can You See,1840-04-18,oscys.caseid.0181,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.001342;per.001343
oscys.case.0203.003,http://earlywashingtondc.org/doc/oscys.case.0203.003,Samuel Smith v. Jesse Conn. Summons of Jesse Conn,Civil (document),O Say Can You See,1833-02-07,oscys.caseid.0208,"National Archives and Records Administration, Record Group 21, Entry 6, Box 483, Folder 135",per.001676;per.001677;per.000757;per.000502;per.000003;per.000004
oscys.case.0044.002,http://earlywashingtondc.org/doc/oscys.case.0044.002,Richard Johnson v. Janet Lingan. Summons of Janet Lingan,Civil (document),O Say Can You See,1821-07-10,oscys.caseid.0044,"National Archives and Records Administration, Record Group 21, Entry 6, Box 225, Folder 263",per.000451;per.000453;per.000460;per.000003;per.000004;per.000461
oscys.case.0269.004,http://earlywashingtondc.org/doc/oscys.case.0269.004,Ralph Taylor v. James C. McGuire. Summons of James C. McGuire,Civil (document),O Say Can You See,1852-11-12,oscys.caseid.0290,"National Archives and Records Administration, Record Group 21, Entry 6, Box 764, Folder 380, 381",per.002152;per.002153;per.002154;per.002155;per.002156;per.002157;per.002158;per.000829;per.000851;per.000004;per.000740;per.002151
oscys.case.0418.002,http://earlywashingtondc.org/doc/oscys.case.0418.002,Phillis Shiner v. Levi Pumphrey. Petition for Freedom,Civil (document),O Say Can You See,1833-06-01,oscys.caseid.0446,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.003373;per.003374;per.003375;per.003376;per.003377;per.000873;per.000003;per.002630;per.001616
oscys.case.0302.006,http://earlywashingtondc.org/doc/oscys.case.0302.006,Ann Kane v. Thomas Ogden. Summons of Thomas Ogden,Civil (document),O Say Can You See,1857-05-27,oscys.caseid.0304,"National Archives and Records Administration, Record Group 21, Entry 6, Box 835, Folder 213",per.002317;per.002318;per.000476;per.001216;per.000740
oscys.case.0258.014,http://earlywashingtondc.org/doc/oscys.case.0258.014,Walter Thomas & Dennis Thomas v. Alexander Scott. Disclaimer of Alexander Scott,Civil (document),O Say Can You See,1810-06-11,oscys.caseid.0260,"National Archives and Records Administration, Record Group 21, Entry 6, Box 20, Folder 217",per.001935;per.001936;per.001937;per.000435
oscys.case.0436.035,http://earlywashingtondc.org/doc/oscys.case.0436.035,Christiana Dunbar v. Richard B. Alexander. Bond,Civil (document),O Say Can You See,1840-12-15,oscys.caseid.0479,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.001346;per.001343;per.001344;per.004453;per.001366;per.001357;per.001367
oscys.mdcase.0014.056,http://earlywashingtondc.org/doc/oscys.mdcase.0014.056,Ignatius Butler v. Joseph Simms. Summons of Joseph Sims,Civil (document),O Say Can You See,1790-12-07,oscys.caseid.0595,"Maryland State Archives, General Court of the Western Shore (Judgments), MSA S498-14",per.006437;per.006438;per.001393;per.001493;per.002097;per.006411
oscys.case.0364.002,http://earlywashingtondc.org/doc/oscys.case.0364.002,Charles v. Henry Nicholson. Affidavit of Henry Moore,Civil (document),O Say Can You See,1805-05-24,oscys.caseid.0390,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.002863;per.002864;per.000435;per.002865;per.001547;per.002861
